rok;pohlavi;vek_kat;Kraj_ID;zdg;druh_prijeti;operace;umrti;pocet_hosp
2012;1;66005009;CZ063;J11;1;0;0;1
2012;1;66010014;CZ010;J10;1;0;0;2
2005;1;66085089;CZ064;J11;1;0;0;1
2012;1;66010014;CZ020;J11;1;0;0;2
2012;1;66010014;CZ042;J10;3;0;0;1
2012;1;66010014;CZ042;J11;1;0;0;12
2005;1;66090094;CZ032;J11;1;0;0;3
2018;2;66075079;CZ010;J10;1;0;0;5
2018;2;66075079;CZ010;J10;3;0;0;2
2012;1;66010014;CZ064;J11;3;0;0;1
2018;2;66075079;CZ020;J10;1;0;0;3
2018;2;66075079;CZ020;J11;1;0;0;2
2005;2;66000004;CZ010;J10;2;0;0;6
2005;2;66000004;CZ020;J11;2;0;0;3
2012;1;66010014;CZ071;J11;1;0;0;1
2018;2;66075079;CZ031;J10;3;0;0;1
2005;2;66000004;CZ032;J11;3;0;0;1
2012;1;66015019;CZ010;J11;1;0;0;1
2012;1;66015019;CZ020;J11;1;0;0;3
2005;2;66000004;CZ042;J11;1;0;0;42
2005;2;66000004;CZ042;J11;3;0;0;34
2018;2;66075079;CZ042;J10;1;0;0;5
2018;2;66075079;CZ042;J11;1;0;0;1
2005;2;66000004;CZ053;J11;1;0;0;3
2005;2;66000004;CZ063;J11;1;0;0;5
2018;2;66075079;CZ051;J10;1;0;1;1
2018;2;66075079;CZ051;J11;3;0;0;1
2012;1;66015019;CZ052;J11;1;0;0;1
2005;2;66000004;CZ072;J11;1;0;0;35
2018;2;66075079;CZ052;J11;1;0;0;1
2018;2;66075079;CZ053;J10;1;0;0;13
2018;2;66075079;CZ053;J10;3;0;0;4
2005;2;66000004;CZ080;J11;1;0;0;10
2005;2;66000004;CZ080;J11;3;0;0;4
2005;2;66000004;CZ099;J11;1;0;0;1
2018;2;66075079;CZ063;J10;2;0;0;1
2005;2;66005009;CZ020;J11;3;0;0;14
2005;2;66005009;CZ032;J11;3;0;0;1
2005;2;66005009;CZ042;J11;2;0;0;3
2012;1;66015019;CZ053;J10;1;0;0;1
2012;1;66015019;CZ072;J11;1;0;0;6
2005;2;66005009;CZ063;J11;1;0;0;8
2005;2;66005009;CZ063;J11;3;0;0;1
2005;2;66005009;CZ064;J10;1;0;0;1
2005;2;66005009;CZ072;J10;3;0;0;1
2005;2;66005009;CZ072;J11;3;0;0;1
2018;2;66075079;CZ080;J10;1;0;1;1
2018;2;66075079;CZ080;J10;2;0;0;3
2012;1;66020024;CZ010;J11;1;0;0;1
2012;1;66020024;CZ020;J10;2;0;0;1
2012;1;66020024;CZ020;J11;1;0;0;3
2005;2;66010014;CZ031;J11;1;0;0;5
2005;2;66010014;CZ042;J11;1;0;0;6
2018;2;66080084;CZ010;J10;2;0;0;2
2005;2;66010014;CZ053;J11;3;0;0;1
2005;2;66010014;CZ063;J11;1;1;0;1
2005;2;66010014;CZ064;J11;1;0;0;9
2005;2;66010014;CZ072;J10;3;0;0;1
2005;2;66010014;CZ072;J11;1;0;0;10
2005;2;66010014;CZ072;J11;3;0;0;1
2018;2;66080084;CZ031;J10;1;1;1;1
2018;2;66080084;CZ031;J10;2;0;0;2
2018;2;66080084;CZ031;J10;3;0;1;1
2018;2;66080084;CZ031;J11;1;0;0;2
2012;1;66025029;CZ010;J10;1;0;0;1
2018;2;66080084;CZ042;J10;1;0;0;5
2018;2;66080084;CZ051;J10;1;0;0;1
2018;2;66080084;CZ051;J10;3;0;0;1
2018;2;66080084;CZ052;J10;3;0;1;2
2005;2;66015019;CZ032;J11;3;0;0;1
2018;2;66080084;CZ053;J10;1;2;1;1
2018;2;66080084;CZ063;J10;1;0;0;6
2018;2;66080084;CZ063;J10;3;0;0;1
2018;2;66080084;CZ063;J11;3;0;0;1
2005;2;66015019;CZ042;J11;2;0;0;1
2005;2;66015019;CZ063;J11;3;0;0;1
2018;2;66080084;CZ071;J10;1;0;1;1
2018;2;66080084;CZ080;J10;1;0;0;4
2018;2;66080084;CZ080;J10;3;0;0;5
2018;2;66080084;CZ080;J11;2;0;0;1
2012;1;66030034;CZ020;J10;2;0;0;1
2012;1;66030034;CZ020;J11;2;0;0;1
2005;2;66015019;CZ071;J11;1;0;0;3
2005;2;66015019;CZ072;J10;3;0;0;2
2018;2;66085089;CZ010;J10;1;0;1;2
2005;2;66015019;CZ080;J10;3;0;0;1
2018;2;66085089;CZ020;J10;1;0;1;1
2018;2;66085089;CZ031;J10;3;0;0;2
2018;2;66085089;CZ031;J10;3;0;1;2
2018;2;66085089;CZ031;J11;1;0;0;3
2005;2;66020024;CZ010;J11;1;0;0;1
2012;1;66030034;CZ064;J10;1;0;0;1
2018;2;66085089;CZ051;J11;1;0;0;1
2018;2;66085089;CZ051;J11;3;0;0;1
2018;2;66085089;CZ052;J10;2;0;0;2
2018;2;66085089;CZ052;J10;3;0;0;2
2018;2;66085089;CZ052;J11;1;0;0;1
2018;2;66085089;CZ053;J10;3;0;0;3
2005;2;66020024;CZ042;J10;3;0;0;1
2005;2;66020024;CZ042;J11;1;0;0;4
2018;2;66085089;CZ063;J10;3;0;0;3
2012;1;66035039;CZ010;J10;1;0;0;1
2012;1;66035039;CZ031;J10;1;0;0;1
2012;1;66035039;CZ031;J11;1;0;0;1
2012;1;66035039;CZ064;J10;1;0;0;1
2005;2;66020024;CZ051;J10;3;0;0;3
2012;1;66035039;CZ071;J11;3;0;0;1
2005;2;66020024;CZ063;J10;3;0;0;1
2018;2;66085089;CZ064;J10;1;0;0;1
2018;2;66085089;CZ064;J10;3;0;0;3
2018;2;66085089;CZ071;J10;1;0;1;1
2012;1;66040044;CZ010;J10;1;0;0;2
2018;2;66085089;CZ080;J10;2;0;0;1
2018;2;66090094;CZ010;J11;2;0;1;1
2012;1;66040044;CZ020;J11;1;0;0;1
2012;1;66040044;CZ020;J11;3;0;0;1
2018;2;66090094;CZ031;J10;3;0;0;2
2018;2;66090094;CZ031;J11;1;0;0;3
2012;1;66040044;CZ032;J10;1;0;0;1
2012;1;66040044;CZ041;J11;1;0;0;1
2018;2;66090094;CZ041;J10;1;0;1;1
2018;2;66090094;CZ042;J10;1;0;0;1
2018;2;66090094;CZ042;J10;1;0;1;1
2018;2;66090094;CZ042;J11;1;0;0;1
2012;1;66040044;CZ051;J10;3;0;0;1
2005;2;66025029;CZ031;J11;1;0;0;1
2018;2;66090094;CZ052;J10;1;0;0;6
2018;2;66090094;CZ052;J10;1;0;1;1
2018;2;66090094;CZ053;J10;1;0;0;2
2018;2;66090094;CZ053;J10;1;0;1;1
2005;2;66025029;CZ041;J11;3;0;0;1
2018;2;66090094;CZ080;J10;3;0;0;1
2018;2;66095999;CZ031;J10;1;0;0;1
2018;2;66095999;CZ031;J10;3;0;0;1
2005;2;66025029;CZ053;J11;1;0;0;2
2018;2;66095999;CZ052;J10;1;0;0;1
2018;2;66095999;CZ063;J10;1;0;0;1
2018;2;66095999;CZ064;J10;3;0;0;1
2005;2;66025029;CZ063;J11;1;0;0;1
2019;1;66000004;CZ010;J10;2;0;0;3
2019;1;66000004;CZ020;J11;1;0;0;1
2019;1;66000004;CZ031;J10;1;0;0;13
2019;1;66000004;CZ031;J10;3;0;0;3
2019;1;66000004;CZ032;J10;1;0;0;12
2005;2;66025029;CZ072;J11;2;0;0;1
2019;1;66000004;CZ042;J10;2;0;0;2
2005;2;66025029;CZ080;J11;1;0;0;1
2019;1;66000004;CZ053;J10;1;0;0;7
2019;1;66000004;CZ063;J10;3;0;0;3
2012;1;66045049;CZ010;J11;1;0;0;1
2019;1;66000004;CZ064;J10;1;2;1;1
2019;1;66000004;CZ064;J10;3;0;0;3
2019;1;66000004;CZ071;J10;1;0;0;1
2019;1;66000004;CZ071;J11;3;0;0;1
2005;2;66030034;CZ020;J11;1;0;0;1
2019;1;66000004;CZ072;J11;3;0;0;2
2019;1;66000004;CZ080;J10;1;0;0;9
2019;1;66000004;CZ080;J11;1;0;0;1
2019;1;66000004;CZ080;J11;3;0;0;1
2019;1;66005009;CZ020;J11;1;1;0;1
2019;1;66005009;CZ032;J10;1;0;0;2
2019;1;66005009;CZ042;J10;1;0;0;6
2019;1;66005009;CZ042;J10;3;0;0;2
2005;2;66030034;CZ071;J11;1;0;0;1
2019;1;66005009;CZ051;J11;1;0;0;2
2019;1;66005009;CZ063;J10;1;0;0;3
2012;1;66045049;CZ064;J10;1;0;0;1
2019;1;66005009;CZ064;J11;3;0;0;1
2019;1;66005009;CZ071;J10;1;0;0;2
2019;1;66005009;CZ072;J10;3;0;0;1
2019;1;66005009;CZ072;J11;1;0;0;1
2005;2;66035039;CZ020;J11;1;0;0;1
2019;1;66010014;CZ010;J10;2;0;0;2
2019;1;66010014;CZ031;J10;1;0;0;2
2019;1;66010014;CZ032;J10;1;0;0;3
2019;1;66010014;CZ042;J11;1;0;0;3
2019;1;66010014;CZ064;J10;3;0;0;1
2012;1;66050054;CZ032;J10;1;0;0;1
2019;1;66010014;CZ080;J10;1;0;0;1
2005;2;66035039;CZ063;J11;3;0;0;1
2019;1;66015019;CZ020;J11;1;0;0;2
2019;1;66015019;CZ042;J10;3;0;0;1
2005;2;66035039;CZ072;J11;3;0;0;1
2005;2;66035039;CZ080;J11;2;0;0;1
2005;2;66040044;CZ010;J10;1;0;0;1
2019;1;66015019;CZ071;J11;1;0;0;1
2019;1;66015019;CZ071;J11;3;0;0;1
2019;1;66015019;CZ080;J10;2;0;0;1
2019;1;66015019;CZ080;J11;3;0;0;1
2019;1;66020024;CZ010;J10;1;0;0;1
2019;1;66020024;CZ032;J10;3;0;0;1
2019;1;66020024;CZ063;J10;3;0;0;2
2019;1;66020024;CZ080;J11;1;0;0;1
2005;2;66040044;CZ041;J11;1;0;0;1
2019;1;66025029;CZ020;J10;1;0;0;2
2012;1;66055059;CZ010;J10;1;0;0;1
2019;1;66025029;CZ051;J10;3;0;0;1
2005;2;66040044;CZ072;J11;3;0;0;1
2019;1;66025029;CZ064;J10;1;0;0;1
2019;1;66025029;CZ099;J10;3;2;0;1
2019;1;66030034;CZ020;J11;2;0;0;1
2019;1;66030034;CZ031;J10;1;0;0;2
2019;1;66030034;CZ031;J10;3;0;0;1
2019;1;66030034;CZ041;J10;3;0;0;1
2019;1;66030034;CZ051;J10;1;0;0;1
2019;1;66030034;CZ051;J10;3;0;0;2
2012;1;66055059;CZ072;J11;2;0;0;1
2019;1;66030034;CZ053;J10;1;0;0;1
2019;1;66030034;CZ064;J10;3;0;0;1
2019;1;66030034;CZ071;J10;3;0;0;1
2005;2;66045049;CZ042;J11;3;0;0;1
2019;1;66035039;CZ020;J10;1;0;0;2
2019;1;66035039;CZ041;J10;3;0;0;1
2019;1;66035039;CZ051;J10;1;0;0;1
2005;2;66045049;CZ072;J11;1;0;0;1
2019;1;66035039;CZ053;J10;3;0;0;1
2012;1;66060064;CZ052;J11;3;0;0;1
2019;1;66035039;CZ064;J10;1;0;0;4
2019;1;66035039;CZ064;J10;3;0;0;2
2019;1;66035039;CZ099;J10;1;0;0;1
2019;1;66040044;CZ031;J10;1;0;0;3
2019;1;66040044;CZ051;J10;3;0;0;2
2012;1;66065069;CZ020;J10;1;0;0;2
2019;1;66040044;CZ052;J10;3;0;0;1
2019;1;66040044;CZ053;J10;1;0;0;1
2019;1;66040044;CZ071;J11;3;0;0;1
2019;1;66040044;CZ072;J11;3;0;0;1
2019;1;66040044;CZ080;J10;1;0;0;4
2019;1;66040044;CZ080;J10;2;0;0;1
2019;1;66040044;CZ080;J10;3;0;0;1
2019;1;66040044;CZ080;J11;1;0;0;1
2019;1;66045049;CZ010;J10;2;0;0;1
2019;1;66045049;CZ010;J10;3;0;0;1
2019;1;66045049;CZ020;J10;1;0;0;5
2005;2;66055059;CZ010;J11;2;0;0;1
2005;2;66055059;CZ020;J10;3;0;0;1
2005;2;66055059;CZ020;J11;1;0;0;2
2019;1;66045049;CZ042;J10;3;0;0;2
2005;2;66055059;CZ031;J10;1;0;0;1
2005;2;66055059;CZ032;J11;1;0;0;1
2005;2;66055059;CZ042;J10;1;0;0;1
2019;1;66045049;CZ052;J10;1;0;0;3
2019;1;66045049;CZ052;J10;1;0;1;1
2012;1;66065069;CZ063;J11;3;0;0;1
2019;1;66045049;CZ053;J10;1;2;0;1
2005;2;66055059;CZ051;J11;1;0;0;3
2019;1;66045049;CZ064;J10;3;0;0;3
2019;1;66045049;CZ072;J10;3;0;0;1
2012;1;66070074;CZ052;J11;3;0;0;1
2019;1;66050054;CZ031;J10;2;0;0;1
2019;1;66050054;CZ032;J11;3;0;0;1
2005;2;66060064;CZ020;J11;1;0;0;1
2019;1;66050054;CZ052;J10;2;2;0;1
2019;1;66050054;CZ052;J11;3;0;0;1
2019;1;66050054;CZ063;J10;2;0;0;1
2019;1;66050054;CZ063;J10;3;0;0;1
2019;1;66050054;CZ064;J10;1;0;0;1
2005;2;66060064;CZ042;J10;1;0;0;1
2005;2;66060064;CZ053;J11;1;0;0;1
2019;1;66050054;CZ072;J10;2;0;1;1
2019;1;66050054;CZ072;J10;3;0;0;1
2019;1;66050054;CZ080;J10;1;0;0;1
2019;1;66050054;CZ080;J10;2;0;0;1
2019;1;66055059;CZ010;J10;1;0;0;1
2019;1;66055059;CZ010;J10;2;0;0;2
2019;1;66055059;CZ010;J10;3;0;0;1
2019;1;66055059;CZ020;J11;1;0;0;1
2012;1;66070074;CZ072;J11;3;0;0;1
2019;1;66055059;CZ032;J10;1;0;0;1
2019;1;66055059;CZ041;J11;1;0;0;1
2005;2;66065069;CZ031;J10;1;0;0;1
2005;2;66065069;CZ031;J11;1;0;0;4
2012;1;66075079;CZ031;J10;1;0;0;1
2012;1;66075079;CZ042;J11;1;0;0;1
2019;1;66055059;CZ051;J10;1;0;0;3
2019;1;66055059;CZ063;J10;1;0;0;3
2019;1;66055059;CZ063;J10;3;0;0;5
2012;1;66075079;CZ053;J11;1;0;0;1
2019;1;66055059;CZ072;J10;3;0;0;1
2005;2;66065069;CZ053;J11;3;0;0;1
2005;2;66065069;CZ063;J11;3;0;0;2
2012;1;66075079;CZ080;J10;1;0;0;1
2019;1;66060064;CZ010;J10;1;0;0;4
2019;1;66060064;CZ010;J10;2;0;0;2
2019;1;66060064;CZ010;J11;1;0;1;1
2005;2;66065069;CZ071;J11;3;0;0;1
2005;2;66065069;CZ080;J11;2;0;0;1
2019;1;66060064;CZ031;J10;3;0;0;2
2012;1;66080084;CZ031;J11;1;0;0;1
2005;2;66070074;CZ020;J10;2;0;0;1
2005;2;66070074;CZ020;J11;3;0;0;3
2019;1;66060064;CZ051;J10;1;0;0;1
2019;1;66060064;CZ052;J10;1;0;1;1
2019;1;66060064;CZ052;J10;1;1;1;1
2019;1;66060064;CZ052;J10;3;0;0;4
2012;1;66080084;CZ052;J11;3;0;0;1
2019;1;66060064;CZ063;J10;1;2;0;1
2012;1;66080084;CZ064;J11;3;0;0;1
2012;1;66080084;CZ071;J11;1;0;0;1
2005;2;66070074;CZ032;J11;1;0;0;1
2019;1;66060064;CZ071;J10;1;0;0;2
2019;1;66060064;CZ080;J10;1;0;0;7
2019;1;66060064;CZ080;J10;3;0;0;4
2019;1;66060064;CZ099;J10;3;0;0;1
2005;2;66070074;CZ072;J11;1;0;0;1
2019;1;66065069;CZ020;J10;3;0;0;1
2019;1;66065069;CZ020;J10;3;0;1;2
2005;2;66070074;CZ080;J11;3;0;0;1
2019;1;66065069;CZ031;J10;3;0;0;4
2005;2;66075079;CZ010;J11;1;0;0;2
2005;2;66075079;CZ010;J11;2;0;0;1
2005;2;66075079;CZ031;J11;2;0;0;1
2005;2;66075079;CZ032;J11;2;0;0;1
2012;2;66000004;CZ020;J11;1;0;0;8
2019;1;66065069;CZ053;J10;3;0;0;6
2012;2;66000004;CZ032;J11;1;0;0;1
2019;1;66065069;CZ063;J10;1;0;1;1
2012;2;66000004;CZ042;J10;3;0;0;2
2012;2;66000004;CZ052;J10;1;0;0;3
2012;2;66000004;CZ052;J11;3;0;0;6
2012;2;66000004;CZ053;J11;1;0;0;2
2012;2;66000004;CZ063;J11;3;0;0;2
2019;1;66065069;CZ071;J10;1;0;0;2
2019;1;66065069;CZ071;J11;3;0;0;1
2012;2;66000004;CZ072;J10;3;0;0;2
2019;1;66065069;CZ072;J10;1;0;0;2
2019;1;66065069;CZ072;J10;1;2;0;1
2012;2;66000004;CZ080;J10;3;0;0;1
2012;2;66000004;CZ080;J11;3;0;0;1
2012;2;66005009;CZ010;J11;1;0;0;1
2012;2;66005009;CZ020;J11;1;0;0;5
2012;2;66005009;CZ020;J11;3;0;0;2
2019;1;66065069;CZ080;J10;1;0;0;7
2005;2;66075079;CZ063;J11;1;0;0;4
2012;2;66005009;CZ041;J11;1;0;0;1
2019;1;66070074;CZ010;J10;2;0;0;3
2012;2;66005009;CZ042;J10;3;0;0;3
2012;2;66005009;CZ042;J11;3;0;0;7
2012;2;66005009;CZ051;J11;1;0;0;1
2012;2;66005009;CZ063;J11;3;0;0;6
2019;1;66070074;CZ020;J10;3;0;0;3
2012;2;66005009;CZ071;J11;1;0;0;3
2019;1;66070074;CZ031;J10;1;0;0;5
2019;1;66070074;CZ031;J10;1;0;1;2
2019;1;66070074;CZ031;J10;2;0;0;1
2019;1;66070074;CZ031;J10;3;0;0;3
2012;2;66005009;CZ080;J11;1;0;0;4
2012;2;66010014;CZ020;J10;1;0;0;2
2012;2;66010014;CZ042;J11;1;0;0;7
2005;2;66075079;CZ072;J11;1;0;0;2
2019;1;66070074;CZ041;J10;1;0;0;2
2019;1;66070074;CZ041;J10;2;0;0;1
2019;1;66070074;CZ041;J11;2;0;1;1
2012;2;66010014;CZ052;J11;3;0;0;3
2019;1;66070074;CZ042;J10;1;0;0;2
2012;2;66010014;CZ072;J11;1;0;0;5
2019;1;66070074;CZ051;J10;1;0;0;3
2019;1;66070074;CZ051;J10;2;0;0;1
2005;2;66080084;CZ010;J11;1;0;1;1
2019;1;66070074;CZ052;J10;1;0;1;1
2019;1;66070074;CZ052;J10;3;0;0;1
2019;1;66070074;CZ052;J10;3;0;1;1
2012;2;66015019;CZ020;J11;1;0;0;3
2019;1;66070074;CZ063;J10;3;0;0;8
2005;2;66080084;CZ032;J11;1;0;0;2
2012;2;66015019;CZ042;J11;3;0;0;5
2005;2;66080084;CZ042;J11;1;0;0;3
2005;2;66080084;CZ042;J11;2;0;0;3
2019;1;66070074;CZ064;J10;1;0;0;3
2019;1;66070074;CZ064;J10;3;0;0;2
2005;2;66080084;CZ051;J10;3;0;0;1
2005;2;66080084;CZ051;J11;1;0;0;2
2005;2;66080084;CZ052;J11;1;0;0;1
2005;2;66080084;CZ053;J11;2;0;0;1
2005;2;66080084;CZ063;J11;3;0;0;1
2019;1;66070074;CZ072;J10;1;0;0;4
2019;1;66070074;CZ072;J11;3;0;0;2
2005;2;66080084;CZ064;J10;3;0;1;1
2012;2;66015019;CZ053;J11;3;0;0;1
2012;2;66015019;CZ063;J11;3;0;0;2
2012;2;66015019;CZ064;J11;1;0;0;1
2019;1;66070074;CZ080;J10;2;0;0;1
2019;1;66070074;CZ080;J10;3;0;0;2
2012;2;66015019;CZ072;J11;1;0;0;3
2019;1;66075079;CZ020;J10;1;0;0;4
2005;2;66080084;CZ080;J11;3;0;1;2
2019;1;66075079;CZ031;J10;1;0;0;8
2012;2;66020024;CZ041;J10;3;0;0;1
2012;2;66025029;CZ020;J11;1;0;0;2
2012;2;66025029;CZ042;J11;1;0;0;1
2005;2;66085089;CZ010;J11;1;0;0;1
2005;2;66085089;CZ032;J11;1;0;0;1
2005;2;66085089;CZ042;J11;1;0;0;1
2019;1;66075079;CZ042;J11;1;0;0;1
2019;1;66075079;CZ052;J10;1;0;1;1
2019;1;66075079;CZ052;J10;3;0;0;1
2019;1;66075079;CZ053;J10;1;0;0;9
2019;1;66075079;CZ053;J10;3;0;0;4
2019;1;66075079;CZ053;J10;3;0;1;1
2019;1;66075079;CZ063;J10;1;0;0;6
2019;1;66075079;CZ063;J11;1;0;0;2
2019;1;66075079;CZ064;J10;3;0;0;4
2012;2;66030034;CZ010;J10;1;0;0;5
2012;2;66030034;CZ020;J10;1;0;0;1
2012;2;66030034;CZ031;J11;1;0;0;1
2005;2;66095999;CZ042;J11;1;0;0;2
2012;2;66030034;CZ042;J11;3;0;0;1
2006;1;66000004;CZ010;J11;1;0;0;3
2006;1;66000004;CZ010;J11;2;0;0;3
2012;2;66030034;CZ052;J10;1;0;0;2
2006;1;66000004;CZ041;J11;1;0;0;1
2019;1;66075079;CZ080;J11;3;0;0;1
2006;1;66000004;CZ042;J11;3;0;0;22
2006;1;66000004;CZ052;J11;3;0;0;1
2019;1;66080084;CZ010;J10;1;0;0;3
2019;1;66080084;CZ020;J10;1;0;1;1
2019;1;66080084;CZ020;J10;2;0;0;1
2006;1;66000004;CZ064;J11;3;0;0;11
2019;1;66080084;CZ031;J11;1;0;1;1
2012;2;66035039;CZ010;J10;1;0;0;3
2012;2;66035039;CZ010;J11;1;0;0;1
2019;1;66080084;CZ051;J10;2;0;1;1
2019;1;66080084;CZ052;J10;3;0;0;2
2019;1;66080084;CZ063;J10;1;0;0;3
2006;1;66000004;CZ080;J11;3;0;0;1
2019;1;66080084;CZ064;J10;3;0;0;3
2006;1;66005009;CZ010;J11;1;0;0;2
2019;1;66080084;CZ072;J10;3;0;1;2
2006;1;66005009;CZ032;J11;1;0;0;2
2006;1;66005009;CZ052;J10;2;0;0;1
2006;1;66005009;CZ052;J11;2;0;0;2
2006;1;66005009;CZ064;J11;1;0;0;16
2006;1;66005009;CZ071;J11;3;0;0;4
2006;1;66005009;CZ072;J10;1;0;0;1
2006;1;66005009;CZ072;J11;2;0;0;1
2006;1;66010014;CZ010;J10;1;0;0;2
2006;1;66010014;CZ010;J10;2;0;0;1
2006;1;66010014;CZ010;J11;3;0;0;1
2006;1;66010014;CZ020;J10;2;0;0;1
2006;1;66010014;CZ020;J11;1;0;0;3
2006;1;66010014;CZ020;J11;2;0;0;1
2006;1;66010014;CZ031;J11;1;0;0;1
2006;1;66010014;CZ042;J11;2;0;0;4
2006;1;66010014;CZ042;J11;3;0;0;12
2019;1;66080084;CZ080;J10;1;2;1;1
2019;1;66080084;CZ080;J10;3;0;0;1
2019;1;66080084;CZ080;J11;1;0;0;1
2006;1;66010014;CZ063;J11;1;0;0;4
2019;1;66085089;CZ010;J10;1;0;0;1
2012;2;66035039;CZ053;J11;1;0;0;1
2006;1;66010014;CZ064;J11;3;0;0;4
2006;1;66010014;CZ071;J11;3;0;0;4
2019;1;66085089;CZ020;J10;1;0;0;2
2019;1;66085089;CZ031;J10;1;0;0;2
2019;1;66085089;CZ031;J10;3;0;0;2
2006;1;66010014;CZ072;J11;1;0;0;24
2006;1;66015019;CZ020;J11;3;0;0;6
2012;2;66035039;CZ072;J11;1;0;0;1
2006;1;66015019;CZ032;J11;1;0;0;1
2006;1;66015019;CZ032;J11;3;0;0;2
2006;1;66015019;CZ042;J11;1;0;0;8
2006;1;66015019;CZ063;J11;1;0;0;4
2006;1;66015019;CZ064;J11;1;0;0;6
2019;1;66085089;CZ071;J10;1;0;1;1
2019;1;66085089;CZ071;J11;1;0;0;1
2006;1;66015019;CZ071;J11;1;0;0;5
2006;1;66015019;CZ071;J11;3;0;0;2
2006;1;66015019;CZ072;J11;3;0;0;1
2019;1;66090094;CZ020;J10;1;0;0;3
2019;1;66090094;CZ032;J10;3;0;0;1
2019;1;66090094;CZ041;J10;3;0;0;1
2019;1;66090094;CZ063;J10;1;0;0;2
2019;1;66090094;CZ063;J10;3;0;0;1
2019;2;66000004;CZ010;J10;3;0;0;1
2006;1;66015019;CZ099;J11;1;0;0;1
2019;2;66000004;CZ020;J11;1;0;0;5
2019;2;66000004;CZ020;J11;2;0;0;1
2019;2;66000004;CZ042;J11;3;0;0;8
2019;2;66000004;CZ063;J10;3;0;0;3
2019;2;66000004;CZ064;J10;1;0;0;4
2006;1;66025029;CZ063;J11;1;0;0;1
2019;2;66000004;CZ080;J10;3;0;0;4
2019;2;66000004;CZ080;J11;3;0;0;1
2019;2;66000004;CZ099;J10;3;0;0;1
2019;2;66005009;CZ010;J10;3;0;0;1
2019;2;66005009;CZ020;J10;3;0;0;1
2019;2;66005009;CZ032;J10;3;0;0;2
2019;2;66005009;CZ041;J11;3;0;0;2
2006;1;66025029;CZ072;J11;1;0;0;2
2019;2;66005009;CZ042;J10;3;0;0;3
2019;2;66005009;CZ052;J10;1;0;0;6
2019;2;66005009;CZ063;J11;1;0;0;1
2019;2;66005009;CZ072;J10;1;0;0;1
2019;2;66005009;CZ072;J10;3;0;0;4
2019;2;66005009;CZ072;J11;1;0;0;3
2006;1;66030034;CZ020;J11;1;0;0;2
2019;2;66005009;CZ080;J11;1;0;0;2
2012;2;66050054;CZ010;J10;1;0;0;1
2019;2;66010014;CZ031;J10;1;0;0;2
2019;2;66010014;CZ032;J10;3;0;0;1
2019;2;66010014;CZ042;J10;1;0;0;2
2019;2;66010014;CZ042;J11;1;0;0;5
2006;1;66030034;CZ042;J11;1;0;0;4
2019;2;66010014;CZ064;J10;2;0;0;1
2019;2;66010014;CZ064;J11;1;0;0;1
2019;2;66010014;CZ071;J10;3;0;0;1
2019;2;66010014;CZ080;J10;1;0;0;1
2019;2;66010014;CZ080;J10;2;0;0;1
2019;2;66010014;CZ080;J10;3;0;0;2
2019;2;66015019;CZ020;J11;2;0;0;1
2019;2;66015019;CZ042;J10;1;0;0;4
2019;2;66015019;CZ064;J10;1;0;0;1
2012;2;66055059;CZ020;J10;1;0;0;1
2019;2;66015019;CZ080;J11;1;0;0;2
2019;2;66020024;CZ031;J11;1;0;0;2
2006;1;66035039;CZ064;J10;1;0;0;1
2019;2;66020024;CZ051;J10;1;0;0;1
2012;2;66055059;CZ042;J11;2;0;0;1
2019;2;66020024;CZ063;J11;1;0;0;1
2019;2;66020024;CZ064;J10;3;0;0;1
2012;2;66055059;CZ052;J10;3;0;0;1
2006;1;66040044;CZ020;J11;3;0;0;1
2019;2;66025029;CZ010;J10;1;0;0;3
2006;1;66040044;CZ042;J11;3;0;0;1
2012;2;66055059;CZ080;J10;1;0;0;2
2012;2;66055059;CZ080;J11;3;0;0;1
2006;1;66040044;CZ063;J11;3;0;0;1
2019;2;66025029;CZ080;J10;3;0;0;1
2019;2;66030034;CZ010;J10;1;0;0;2
2019;2;66030034;CZ010;J11;1;0;0;1
2019;2;66030034;CZ031;J10;3;0;0;1
2019;2;66030034;CZ032;J10;1;0;0;3
2012;2;66060064;CZ042;J10;3;0;0;2
2006;1;66045049;CZ072;J11;1;0;0;2
2012;2;66060064;CZ072;J10;2;0;0;1
2019;2;66035039;CZ031;J10;1;0;0;4
2019;2;66035039;CZ031;J10;3;0;0;1
2019;2;66035039;CZ041;J10;3;0;0;1
2012;2;66065069;CZ031;J11;1;0;0;1
2019;2;66035039;CZ064;J11;3;0;0;1
2006;1;66050054;CZ042;J11;1;0;0;1
2019;2;66035039;CZ099;J10;1;0;0;1
2006;1;66050054;CZ052;J11;1;0;0;1
2019;2;66040044;CZ010;J10;2;0;0;1
2006;1;66050054;CZ063;J11;2;0;0;1
2019;2;66040044;CZ020;J11;1;0;0;1
2019;2;66040044;CZ031;J10;3;0;0;1
2019;2;66040044;CZ031;J11;1;0;0;1
2019;2;66040044;CZ042;J10;3;0;0;1
2012;2;66070074;CZ010;J10;1;0;0;1
2012;2;66070074;CZ020;J11;1;0;0;3
2006;1;66055059;CZ042;J11;2;0;0;1
2019;2;66040044;CZ071;J10;1;0;0;1
2006;1;66055059;CZ051;J11;1;0;0;2
2012;2;66070074;CZ042;J11;1;0;0;2
2019;2;66040044;CZ080;J10;1;0;0;1
2019;2;66045049;CZ020;J10;1;0;0;3
2012;2;66070074;CZ063;J10;3;0;0;1
